ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"ENSMUSG00000074852"	"Hpse2"	chr19	-	43001483	43001657	43001483	43001653	43282641	43282803	27	5,2,2	0,0,1	0,3,0	0,0,0	53	49	1	1.0	1.0,1.0,0.649	NA,1.0,NA	-0.117
29	"ENSMUSG00000060224"	"Pyroxd2"	chr19	-	42735935	42736092	42735935	42736029	42737822	42737842	29	0,0,1	2,5,1	0,1,2	2,3,2	112	49	0.740217399804	1.0	0.0,0.0,0.304	0.0,0.127,0.304	-0.042
32	"ENSMUSG00000025159"	"Mms19"	chr19	-	41939190	41939290	41939190	41939285	41940845	41941001	32	76,95,83	0,0,2	84,98,75	0,0,0	54	49	1	1.0	1.0,1.0,0.974	1.0,1.0,1.0	-0.009
33	"ENSMUSG00000025159"	"Mms19"	chr19	-	41942355	41942456	41942355	41942453	41942904	41942986	33	31,35,52	52,34,45	35,49,29	48,40,47	52	49	0.757629424178	1.0	0.36,0.492,0.521	0.407,0.536,0.368	0.021
34	"ENSMUSG00000025159"	"Mms19"	chr19	-	41943857	41944035	41943857	41944012	41944261	41944400	34	20,16,17	86,68,85	16,12,9	77,86,98	72	49	0.0607455635185	0.7644294920691941	0.137,0.138,0.12	0.124,0.087,0.059	0.042
35	"ENSMUSG00000025159"	"Mms19"	chr19	-	41944261	41944422	41944261	41944400	41944947	41945025	35	8,11,13	77,67,69	10,11,7	79,94,79	71	49	0.289983484859	1.0	0.067,0.102,0.115	0.08,0.075,0.058	0.024
36	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951388	41951517	41951388	41951473	41951839	41951909	36	132,117,121	2,1,1	140,125,125	4,2,0	93	49	0.413298416866	1.0	0.972,0.984,0.985	0.949,0.971,1.0	0.007
37	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951839	41951909	41951839	41951897	41952301	41952376	37	70,50,59	4,3,0	69,78,62	0,2,0	61	49	0.0661762236014	0.7799323581636788	0.934,0.93,1.0	1.0,0.969,1.0	-0.035
38	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41927158	41927275	41927246	41927275	41926802	41926891	38	58,45,53	44,51,56	54,53,61	37,50,50	137	49	0.344754009273	1.0	0.32,0.24,0.253	0.343,0.275,0.304	-0.036
39	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41928038	41928172	41928126	41928172	41927246	41927275	39	188,180,198	0,0,1	175,195,223	0,0,0	137	49	1	1.0	1.0,1.0,0.986	1.0,1.0,1.0	-0.005
44	"ENSMUSG00000053799"	"Exoc6"	chr19	+	37560040	37560088	37560046	37560088	37558830	37559002	44	33,9,32	0,0,0	39,30,36	2,2,1	55	49	0.201239176745	1.0	1.0,1.0,1.0	0.946,0.93,0.97	0.051
45	"ENSMUSG00000023307"	"Marchf5"	chr19	+	37198037	37198204	37198067	37198204	37197701	37197885	45	232,302,245	16,27,19	221,232,222	11,19,17	79	49	0.512486684115	1.0	0.9,0.874,0.889	0.926,0.883,0.89	-0.012
46	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36578828	36578928	36578831	36578928	36576995	36577119	46	5,4,3	3,0,0	0,1,0	2,1,1	52	49	7.43593178032e-07	0.0002596379513295067	0.611,1.0,1.0	0.0,0.485,0.0	0.709
49	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36586655	36586823	36586664	36586823	36583785	36583874	49	0,3,1	4,4,7	0,2,0	5,4,5	58	49	0.220665654635	1.0	0.0,0.388,0.108	0.0,0.297,0.0	0.066
50	"ENSMUSG00000024795"	"Kif20b"	chr19	+	34914337	34914484	34914366	34914484	34914176	34914248	50	80,88,70	2,2,2	68,53,75	4,2,1	78	49	0.544344457385	1.0	0.962,0.965,0.956	0.914,0.943,0.979	0.016
51	"ENSMUSG00000024795"	"Kif20b"	chr19	+	34918612	34918841	34918732	34918841	34917492	34917631	51	40,93,39	36,49,39	49,45,67	29,37,32	169	49	0.362000055862	1.0	0.244,0.355,0.225	0.329,0.261,0.378	-0.048
54	"ENSMUSG00000047368"	"Abhd17b"	chr19	+	21658231	21658411	21658353	21658411	21655716	21656186	54	168,189,172	0,0,1	197,221,170	0,0,0	171	49	1	1.0	1.0,1.0,0.98	1.0,1.0,1.0	-0.007
55	"ENSMUSG00000024659"	"Anxa1"	chr19	-	20361838	20361947	20361838	20361943	20362056	20362136	55	175,77,143	1,0,1	136,217,213	2,1,2	53	49	1	1.0	0.994,1.0,0.992	0.984,0.995,0.99	0.006
66	"ENSMUSG00000024677"	"Ms4a6b"	chr19	+	11503984	11504261	11504063	11504261	11501273	11501330	66	71,77,58	185,193,106	64,57,64	118,155,122	128	49	0.552964974959	1.0	0.128,0.132,0.173	0.172,0.123,0.167	-0.01
67	"ENSMUSG00000024672"	"Ms4a7"	chr19	-	11299662	11299782	11299662	11299764	11301785	11301992	67	0,2,1	40,45,22	0,2,0	35,31,38	67	49	1	1.0	0.0,0.031,0.032	0.0,0.045,0.0	0.006
69	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10876289	10876488	10876346	10876488	10875180	10875257	69	68,76,47	273,316,222	67,48,57	230,198,211	106	49	0.361180386003	1.0	0.103,0.1,0.089	0.119,0.101,0.111	-0.013
73	"ENSMUSG00000010663"	"Fads1"	chr19	+	10162941	10163246	10163048	10163246	10162290	10162401	73	3,8,4	44,57,53	4,4,7	44,60,43	156	49	0.928414417292	1.0	0.021,0.042,0.023	0.028,0.021,0.049	-0.004
74	"ENSMUSG00000071647"	"Eml3"	chr19	+	8908407	8908668	8908410	8908668	8908162	8908334	74	33,35,25	27,24,29	28,34,25	28,29,24	52	49	0.737866475578	1.0	0.535,0.579,0.448	0.485,0.525,0.495	0.019
75	"ENSMUSG00000071649"	"B3gat3"	chr19	+	8902901	8903262	8903067	8903262	8899169	8899344	75	259,206,281	3,6,5	315,355,286	8,3,3	215	49	0.560248107798	1.0	0.952,0.887,0.928	0.9,0.964,0.956	-0.018
76	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8750868	8751056	8750868	8750986	8751698	8751831	76	168,126,214	5,4,12	166,152,184	11,21,12	119	49	0.00550687803164	0.24288230476391157	0.933,0.928,0.88	0.861,0.749,0.863	0.089
77	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8732240	8733006	8732272	8733006	8727269	8727391	77	16,17,14	236,169,230	13,20,15	232,220,208	81	49	0.949526907565	1.0	0.039,0.057,0.036	0.033,0.052,0.042	0.002
80	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6979124	6979820	6979124	6979249	6979937	6980044	80	1844,1495,1874	1,0,0	1857,1944,1854	0,0,0	620	49	1	1.0	0.993,1.0,1.0	1.0,1.0,1.0	-0.002
81	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6979124	6979820	6979124	6979249	6980189	6980314	81	1563,1238,1610	0,0,0	1578,1669,1607	1,0,0	620	49	1	1.0	1.0,1.0,1.0	0.992,1.0,1.0	0.003
82	"ENSMUSG00000024962"	"Vegfb"	chr19	-	6962728	6962964	6962728	6962863	6963172	6963208	82	66,94,78	14,18,18	106,113,110	14,28,14	150	49	0.366615853472	1.0	0.606,0.63,0.586	0.712,0.569,0.72	-0.06
83	"ENSMUSG00000024958"	"Gpr137"	chr19	-	6916896	6917122	6916896	6917054	6917719	6917769	83	31,25,37	0,2,0	13,15,16	0,0,0	117	49	1	1.0	1.0,0.84,1.0	1.0,1.0,1.0	-0.053
84	"ENSMUSG00000024955"	"Esrra"	chr19	-	6891446	6891660	6891446	6891563	6897430	6897767	84	40,42,46	30,30,31	52,57,53	34,34,33	146	49	0.507251563269	1.0	0.309,0.32,0.332	0.339,0.36,0.35	-0.029
85	"ENSMUSG00000032946"	"Rasgrp2"	chr19	+	6451745	6451893	6451750	6451893	6449485	6449547	85	7,10,10	0,2,4	8,15,8	1,0,1	54	49	1	1.0	1.0,0.819,0.694	0.879,1.0,0.879	-0.082
87	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6391773	6391864	6391796	6391864	6391488	6391546	87	193,145,194	19,12,9	222,247,228	10,10,11	72	49	0.0410541087711	0.6750377176224628	0.874,0.892,0.936	0.938,0.944,0.934	-0.038
88	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6391773	6391864	6391799	6391864	6391488	6391546	88	201,151,201	21,9,17	226,256,234	32,24,17	75	49	0.338753164821	1.0	0.862,0.916,0.885	0.822,0.875,0.9	0.022
89	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6391773	6391997	6391932	6391997	6391488	6391546	89	471,346,418	0,0,0	578,547,547	0,1,0	208	49	1	1.0	1.0,1.0,1.0	1.0,0.992,1.0	0.003
90	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6391796	6391864	6391799	6391864	6391488	6391546	90	27,18,16	21,9,17	14,19,17	32,24,17	52	49	0.0501772612591	0.7126872022902678	0.548,0.653,0.47	0.292,0.427,0.485	0.156
91	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6393490	6393553	6393517	6393553	6393284	6393416	91	224,168,257	7,5,12	259,308,276	5,4,14	76	49	0.362966005822	1.0	0.954,0.956,0.932	0.971,0.98,0.927	-0.012
92	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6393831	6394109	6394001	6394109	6393490	6393553	92	379,254,321	0,0,2	426,405,404	1,1,0	219	49	1	1.0	1.0,1.0,0.973	0.99,0.989,1.0	-0.002
93	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6395606	6395866	6395757	6395866	6395473	6395512	93	320,196,214	0,0,0	335,308,301	0,1,0	200	49	1	1.0	1.0,1.0,1.0	1.0,0.987,1.0	0.004
94	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6403290	6403363	6403307	6403363	6403149	6403220	94	27,28,24	421,281,354	30,38,41	465,497,459	66	49	0.875886867062	1.0	0.045,0.069,0.048	0.046,0.054,0.062	0.0
95	"ENSMUSG00000024947"	"Men1"	chr19	+	6387508	6387549	6387511	6387549	6387182	6387311	95	117,106,94	0,1,1	95,93,78	0,1,1	52	49	1	1.0	1.0,0.99,0.989	1.0,0.989,0.987	0.001
96	"ENSMUSG00000024947"	"Men1"	chr19	+	6388312	6388991	6388855	6388991	6387630	6387718	96	512,524,481	0,1,0	561,508,535	0,0,0	592	49	1	1.0	1.0,0.977,1.0	1.0,1.0,1.0	-0.008
97	"ENSMUSG00000024944"	"Arl2"	chr19	-	6186008	6187670	6186008	6186089	6187759	6187870	97	684,504,666	0,0,1	654,682,625	0,1,0	1630	49	1	1.0	1.0,1.0,0.952	1.0,0.953,1.0	-0.0
99	"ENSMUSG00000024942"	"Capn1"	chr19	-	6064230	6064498	6064230	6064297	6065765	6065927	99	589,471,572	0,0,1	605,591,616	0,0,0	250	49	1	1.0	1.0,1.0,0.991	1.0,1.0,1.0	-0.003
100	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5809298	5809370	5809298	5809367	5809692	5809832	100	73,92,81	5,2,6	90,76,82	5,2,8	52	49	0.713736244432	1.0	0.932,0.977,0.927	0.944,0.973,0.906	0.004
101	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5809692	5809832	5809692	5809781	5810008	5810173	101	140,153,158	4,7,5	161,136,126	4,5,3	100	49	0.506992047971	1.0	0.945,0.915,0.939	0.952,0.93,0.954	-0.012
102	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5810008	5810173	5810008	5810075	5810560	5810636	102	219,256,187	0,0,0	215,175,220	0,0,1	147	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.987	0.004
105	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5727152	5727303	5727152	5727195	5727433	5727526	105	299,284,302	0,0,0	319,299,293	1,3,1	157	49	0.657636240991	1.0	1.0,1.0,1.0	0.99,0.969,0.989	0.017
106	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5731459	5731602	5731459	5731581	5733304	5733440	106	15,25,23	30,33,45	17,20,27	26,37,28	70	49	0.469848824267	1.0	0.259,0.347,0.264	0.314,0.275,0.403	-0.041
107	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5731459	5731602	5731459	5731581	5733334	5733440	107	15,29,27	4,6,10	19,18,26	5,3,4	70	49	0.287606550964	1.0	0.724,0.772,0.654	0.727,0.808,0.82	-0.068
108	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5731459	5731620	5731459	5731581	5733334	5733440	108	26,39,40	4,6,10	28,29,41	5,3,4	88	49	0.218760572965	1.0	0.784,0.784,0.69	0.757,0.843,0.851	-0.064
109	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5731459	5731620	5731459	5731602	5733334	5733440	109	15,15,17	4,5,4	12,12,16	3,1,1	67	49	0.0522593880596	0.732330555082689	0.733,0.687,0.757	0.745,0.898,0.921	-0.129
110	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5702682	5702901	5702682	5702767	5704026	5704301	110	457,278,420	1,2,4	460,463,430	3,1,4	183	49	0.965182693129	1.0	0.992,0.974,0.966	0.976,0.992,0.966	-0.001
111	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711654	5711623	5711651	5712615	5712869	111	5,5,6	0,1,1	13,5,7	0,2,0	52	49	1	1.0	1.0,0.825,0.85	1.0,0.702,1.0	-0.009
112	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711686	5711623	5711651	5712615	5712869	112	21,18,24	0,1,1	26,26,43	0,2,0	84	49	1	1.0	1.0,0.913,0.933	1.0,0.883,1.0	-0.012
113	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711686	5711623	5711654	5712615	5712869	113	19,17,19	3,4,1	22,25,40	9,4,4	81	49	0.373564632047	1.0	0.793,0.72,0.92	0.597,0.791,0.858	0.062
114	"ENSMUSG00000056185"	"Snx32"	chr19	-	5546343	5547053	5546343	5546430	5547317	5547393	114	323,160,308	0,0,0	360,362,365	1,1,0	672	49	1	1.0	1.0,1.0,1.0	0.963,0.963,1.0	0.025
115	"ENSMUSG00000024910"	"Ctsw"	chr19	-	5516047	5516173	5516047	5516138	5516258	5516513	115	143,46,96	13,5,9	64,93,78	5,10,10	84	49	0.737875234069	1.0	0.865,0.843,0.862	0.882,0.844,0.82	0.008
116	"ENSMUSG00000024862"	"Klc2"	chr19	-	5160224	5160292	5160224	5160286	5160394	5160444	116	27,17,29	0,0,1	35,27,26	1,0,1	55	49	1	1.0	1.0,1.0,0.963	0.969,1.0,0.959	0.012
117	"ENSMUSG00000024902"	"Mrpl11"	chr19	+	5013353	5013447	5013410	5013447	5012906	5013002	117	254,339,241	1,0,0	206,235,201	0,0,0	106	49	1	1.0	0.992,1.0,1.0	1.0,1.0,1.0	-0.003
118	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4883368	4883475	4884200	4884338	118	155,118,150	1,3,2	152,152,190	0,1,0	120	49	0.51046986346	1.0	0.984,0.941,0.968	1.0,0.984,1.0	-0.03
119	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4883368	4883475	4884267	4884338	119	103,81,92	4,1,1	96,91,123	2,0,1	120	49	0.114979342038	0.9877300982441394	0.913,0.971,0.974	0.951,1.0,0.98	-0.024
120	"ENSMUSG00000024889"	"Rce1"	chr19	-	4673528	4673604	4673528	4673591	4673853	4673925	120	7,6,9	48,70,50	7,7,9	50,59,62	62	49	0.934115785655	1.0	0.103,0.063,0.125	0.1,0.086,0.103	0.001
121	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674041	4674209	4674041	4674179	4674687	4674791	121	49,47,46	0,1,0	54,54,63	0,0,0	79	49	1	1.0	1.0,0.967,1.0	1.0,1.0,1.0	-0.011
122	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674041	4674209	4674041	4674179	4674712	4674791	122	66,62,66	1,2,1	72,66,72	0,0,2	79	49	0.71020796845	1.0	0.976,0.951,0.976	1.0,1.0,0.957	-0.018
123	"ENSMUSG00000024889"	"Rce1"	chr19	-	4675040	4675124	4675040	4675120	4675220	4675323	123	34,31,29	9,17,17	27,35,37	13,11,19	53	49	0.884697727136	1.0	0.777,0.628,0.612	0.658,0.746,0.643	-0.01
124	"ENSMUSG00000005986"	"Ankrd13d"	chr19	-	4331945	4332070	4331945	4332062	4332196	4332332	124	25,16,29	6,4,8	29,33,34	7,10,4	57	49	0.747646415799	1.0	0.782,0.775,0.757	0.781,0.739,0.88	-0.029
125	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4313935	4314136	4313935	4314012	4314341	4314488	125	125,87,109	1,0,2	122,138,138	3,4,3	173	49	0.015827613295	0.4363006559608553	0.973,1.0,0.939	0.92,0.907,0.929	0.052
126	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315319	4315448	126	285,178,182	0,0,2	288,328,339	1,0,1	738	49	1	1.0	1.0,1.0,0.858	0.95,1.0,0.957	-0.016
127	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4315637	4315743	4315637	4315731	4315837	4316026	127	3,1,2	24,14,19	2,6,3	24,20,24	61	49	0.329946359435	1.0	0.091,0.054,0.078	0.063,0.194,0.091	-0.042
128	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4317774	4318006	4317774	4318002	4318572	4318613	128	16,17,17	5,5,2	18,21,27	5,4,5	53	49	0.876675075474	1.0	0.747,0.759,0.887	0.769,0.829,0.833	-0.013
129	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4318572	4318613	4318572	4318610	4319042	4319208	129	19,10,11	7,2,6	7,8,10	4,3,6	52	49	0.515582576449	1.0	0.719,0.825,0.633	0.623,0.715,0.611	0.076
130	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4250270	4250370	130	160,169,176	1,1,0	208,201,200	0,2,0	243	49	1	1.0	0.97,0.971,1.0	1.0,0.953,1.0	-0.004
131	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4250927	4251056	4250927	4250984	4251327	4251398	131	137,150,179	1,1,2	198,180,202	1,2,2	121	49	0.841077267122	1.0	0.982,0.984,0.973	0.988,0.973,0.976	0.001
132	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4237940	4238130	4237940	4238079	4238244	4238310	132	602,392,581	8,7,5	682,662,558	8,10,11	100	49	0.482687075381	1.0	0.974,0.965,0.983	0.977,0.97,0.961	0.005
133	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238244	4238723	4238244	4238310	4238942	4239057	133	2483,1531,1882	143,106,135	2531,2523,2183	153,160,146	462	49	0.766755764636	1.0	0.648,0.605,0.597	0.637,0.626,0.613	-0.009
134	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238942	4239057	4238942	4239053	4239211	4239318	134	240,194,219	100,73,88	277,266,241	109,112,98	53	49	0.874533731335	1.0	0.689,0.711,0.697	0.701,0.687,0.695	0.005
135	"ENSMUSG00000024851"	"Pitpnm1"	chr19	+	4156711	4157975	4157785	4157975	4156563	4156625	135	1014,526,719	2,0,0	959,1096,904	0,1,0	1123	49	1	1.0	0.957,1.0,1.0	1.0,0.98,1.0	-0.008
136	"ENSMUSG00000024851"	"Pitpnm1"	chr19	+	4160841	4160990	4160947	4160990	4160494	4160659	136	245,145,190	17,6,13	218,273,267	14,14,15	155	49	0.782323812183	1.0	0.82,0.884,0.822	0.831,0.86,0.849	-0.005
137	"ENSMUSG00000024851"	"Pitpnm1"	chr19	+	4162661	4162876	4162747	4162876	4162326	4162510	137	51,28,33	75,42,61	39,49,46	59,62,57	135	49	0.323618112238	1.0	0.198,0.195,0.164	0.193,0.223,0.227	-0.029
138	"ENSMUSG00000060803"	"Gstp1"	chr19	-	4087289	4087471	4087289	4087396	4087584	4087620	138	16,19,19	182,152,196	20,13,16	167,189,179	124	49	0.628380995715	1.0	0.034,0.047,0.037	0.045,0.026,0.034	0.004
139	"ENSMUSG00000037263"	"Aldh3b3"	chr19	+	4014467	4014578	4014471	4014578	4013838	4014001	139	0,0,2	0,0,0	4,1,2	1,0,0	53	49	1	1.0	NA,NA,1.0	0.787,1.0,1.0	0.071
140	"ENSMUSG00000059734"	"Ndufs8"	chr19	-	3961565	3961616	3961565	3961597	3961688	3961746	140	240,264,265	0,1,0	286,294,273	0,0,0	68	49	1	1.0	1.0,0.995,1.0	1.0,1.0,1.0	-0.002
141	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3948547	3948875	3948547	3948638	3948979	3949119	141	375,322,331	3,4,0	397,453,442	3,2,1	286	49	0.514427255839	1.0	0.955,0.932,1.0	0.958,0.975,0.987	-0.011
143	"ENSMUSG00000024913"	"Lrp5"	chr19	-	3643515	3647480	3643515	3643626	3650672	3650798	143	332,400,338	0,0,0	369,392,416	0,0,1	3903	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.839	0.054
144	"ENSMUSG00000024913"	"Lrp5"	chr19	-	3660038	3660238	3660038	3660209	3662197	3662521	144	48,55,46	1,1,1	38,57,31	0,3,5	78	49	0.0398982424746	0.6717671652873533	0.968,0.972,0.967	1.0,0.923,0.796	0.063
145	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3523768	3523866	3523768	3523815	3528277	3528364	145	315,294,357	49,50,45	312,327,313	48,56,41	100	49	0.906838328194	1.0	0.759,0.742,0.795	0.761,0.741,0.789	0.002
146	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3523768	3523866	3523768	3523815	3534830	3534916	146	224,216,238	7,9,5	217,207,206	6,4,7	100	49	0.638389904249	1.0	0.94,0.922,0.959	0.947,0.962,0.935	-0.008
147	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3576701	3576934	3576701	3576929	3594107	3594255	147	130,142,136	5,7,6	150,122,155	6,7,11	54	49	0.412775605843	1.0	0.959,0.948,0.954	0.958,0.941,0.927	0.012
148	"ENSMUSG00000024614"	"Tmx3"	chr18	+	90551344	90552562	90552505	90552562	90551106	90551164	148	313,238,214	0,0,0	271,213,273	3,3,2	1210	49	2.84435968504e-05	0.006272561621219789	1.0,1.0,1.0	0.785,0.742,0.847	0.209
150	"ENSMUSG00000041607"	"Mbp"	chr18	+	82593659	82593758	82593725	82593758	82593296	82593332	150	1,1,0	2,1,1	1,0,1	0,4,0	115	49	1	1.0	0.176,0.299,0.0	1.0,0.0,1.0	-0.508
151	"ENSMUSG00000039840"	"Epg5"	chr18	+	78008115	78008270	78008164	78008270	78005595	78005753	151	44,23,28	1,1,0	32,40,27	2,1,4	98	49	0.00942305938544	0.32099690101620815	0.957,0.92,1.0	0.889,0.952,0.771	0.088
153	"ENSMUSG00000032688"	"Malt1"	chr18	+	65581249	65581428	65581253	65581428	65580623	65580783	153	52,69,81	0,0,0	45,63,49	0,1,0	53	49	1	1.0	1.0,1.0,1.0	1.0,0.983,1.0	0.006
