ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
71	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674209	71	11,17,20	21,24,29	16,17,20	28,20,19	74	49	0.464768332794	1.0	0.258,0.319,0.313	0.275,0.36,0.411	-0.052
72	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247475	4247585	4247111	4247249	72	193,171,223	0,0,1	247,234,222	0,0,0	187	49	1	1.0	1.0,1.0,0.983	1.0,1.0,1.0	-0.006
73	"ENSMUSG00000059734"	"Ndufs8"	chr19	-	3962466	3962734	3962469	3962734	3961688	3961746	73	26,23,19	3,2,5	21,27,18	3,2,2	52	49	0.539719822738	1.0	0.891,0.916,0.782	0.868,0.927,0.895	-0.034
75	"ENSMUSG00000001750"	"Tcirg1"	chr19	-	3954584	3954705	3954613	3954705	3954216	3954295	75	94,107,109	2,1,1	135,136,139	1,0,0	78	49	0.642242717404	1.0	0.967,0.985,0.986	0.988,1.0,1.0	-0.017
76	"ENSMUSG00000024829"	"Mrpl21"	chr19	+	3334759	3334833	3334759	3334817	3335309	3335395	76	4,3,4	91,124,94	5,5,5	92,87,79	65	49	0.215518609387	0.9954247336174485	0.032,0.018,0.031	0.039,0.042,0.046	-0.015
79	"ENSMUSG00000033016"	"Nfatc1"	chr18	-	80678616	80679291	80678905	80679291	80649419	80651240	79	112,117,77	23,22,22	127,128,117	18,32,15	338	49	0.295780316077	1.0	0.414,0.435,0.337	0.506,0.367,0.531	-0.073
81	"ENSMUSG00000025420"	"Katnal2"	chr18	-	77099679	77099800	77099685	77099800	77098642	77098741	81	0,1,0	0,0,0	0,0,0	0,1,0	55	49	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
82	"ENSMUSG00000025885"	"Myo5b"	chr18	+	74847896	74848045	74847896	74848030	74849029	74849149	82	2,0,1	9,1,3	2,2,0	1,1,1	64	49	0.1476921143	0.8782662136771846	0.145,0.0,0.203	0.605,0.605,0.0	-0.287
83	"ENSMUSG00000118134"	"4930549G23Rik"	chr18	-	67923747	67924019	67923888	67924019	67922421	67922547	83	23,26,23	1,0,0	23,18,31	1,0,0	190	49	1	1.0	0.856,1.0,1.0	0.856,1.0,1.0	0.0
84	"ENSMUSG00000062526"	"Mppe1"	chr18	-	67361083	67362075	67362000	67362075	67360907	67360995	84	374,312,429	0,0,0	518,590,514	1,0,0	966	49	1	1.0	1.0,1.0,1.0	0.963,1.0,1.0	0.012
87	"ENSMUSG00000024581"	"Napg"	chr18	+	63117110	63117194	63117110	63117141	63119249	63119359	87	12,12,17	21,21,22	15,17,10	17,22,24	102	49	0.902168187975	1.0	0.215,0.215,0.271	0.298,0.271,0.167	-0.012
91	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46395956	46396024	91	13,10,5	36,25,29	9,7,8	20,35,33	53	49	0.716025684818	1.0	0.25,0.27,0.137	0.294,0.156,0.183	0.008
93	"ENSMUSG00000024431"	"Nr3c1"	chr18	-	39561666	39561833	39561669	39561833	39557435	39557552	93	26,32,35	102,128,156	27,16,35	131,155,165	52	49	0.0740759217071	0.6465224810793773	0.194,0.191,0.175	0.163,0.089,0.167	0.047
94	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39490605	39490881	39490605	39490716	39496169	39496261	94	14,7,15	18,19,26	23,12,25	17,13,22	214	49	0.01299127379	0.2661463612222917	0.151,0.078,0.117	0.237,0.174,0.206	-0.09
95	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433636	38433481	38433537	38434708	38434860	95	205,184,211	0,0,0	247,230,231	1,0,1	148	49	1	1.0	1.0,1.0,1.0	0.988,1.0,0.987	0.008
96	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433537	38434708	38434860	96	269,225,276	0,0,0	309,300,290	1,0,1	155	49	1	1.0	1.0,1.0,1.0	0.99,1.0,0.989	0.007
97	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433636	38434708	38434860	97	64,41,65	0,0,0	63,70,59	1,0,0	56	49	1	1.0	1.0,1.0,1.0	0.982,1.0,1.0	0.006
98	"ENSMUSG00000044024"	"Rell2"	chr18	+	38088191	38089620	38088191	38088969	38089981	38090047	98	50,34,30	0,0,0	21,46,32	0,0,1	700	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.691	0.103
99	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074760	38074819	38074005	38074163	99	509,515,490	0,0,0	481,496,483	2,0,2	378	49	0.603712052646	1.0	1.0,1.0,1.0	0.969,1.0,0.969	0.021
100	"ENSMUSG00000042660"	"Wdr55"	chr18	+	36895710	36895820	36895710	36895810	36895901	36896071	100	9,10,3	36,57,37	4,7,8	46,36,34	59	49	0.997136905011	1.0	0.172,0.127,0.063	0.067,0.139,0.163	-0.002
101	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36774451	36774558	36774451	36774531	36774629	36774746	101	7,5,5	2,0,2	12,6,6	0,3,1	76	49	0.80713980336	1.0	0.693,1.0,0.617	1.0,0.563,0.795	-0.016
102	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36789738	36789915	36789738	36789887	36791026	36791191	102	9,5,6	98,97,91	3,8,2	95,96,108	77	49	0.161787598624	0.9070845562026315	0.055,0.032,0.04	0.02,0.05,0.012	0.015
104	"ENSMUSG00000037236"	"Matr3"	chr18	+	35712318	35712371	35712318	35712363	35714222	35714348	104	375,458,375	4,3,3	363,358,344	5,5,3	57	49	0.812901196576	1.0	0.988,0.992,0.991	0.984,0.984,0.99	0.004
106	"ENSMUSG00000038773"	"Kdm3b"	chr18	+	34962220	34962351	34962220	34962311	34963181	34963301	106	286,201,271	1,0,4	350,382,335	5,1,3	89	49	0.635685201487	1.0	0.994,1.0,0.974	0.975,0.995,0.984	0.005
107	"ENSMUSG00000003778"	"Brd8"	chr18	-	34741470	34743002	34742857	34743002	34740827	34741108	107	1634,2008,2094	14,18,14	1776,2103,1894	11,9,5	1436	49	0.0125362229571	0.2661463612222917	0.799,0.792,0.836	0.846,0.889,0.928	-0.079
108	"ENSMUSG00000014504"	"Srp19"	chr18	+	34464802	34467417	34464802	34464878	34467509	34467621	108	1482,1249,1632	23,25,9	1705,1762,1704	11,13,12	2588	49	0.0505077743881	0.5221267816491351	0.55,0.486,0.774	0.746,0.72,0.729	-0.128
109	"ENSMUSG00000024384"	"Iws1"	chr18	+	32212723	32213630	32212723	32213038	32216321	32216511	109	1208,1102,1193	0,0,1	1288,1217,1239	0,0,0	641	49	1	1.0	1.0,1.0,0.989	1.0,1.0,1.0	-0.004
114	"ENSMUSG00000024430"	"Cabyr"	chr18	+	12883716	12884885	12883716	12884061	12886917	12887520	114	13,11,27	0,0,1	30,34,29	0,0,0	873	49	1	1.0	1.0,1.0,0.602	1.0,1.0,1.0	-0.133
117	"ENSMUSG00000024424"	"Ttc39c"	chr18	+	12828292	12828647	12828292	12828619	12830947	12831116	117	11,2,8	0,0,0	9,10,8	0,1,2	77	49	0.745768221628	1.0	1.0,1.0,1.0	1.0,0.864,0.718	0.139
118	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9959097	9959315	9959097	9959171	9960485	9960552	118	110,125,94	1,0,0	75,79,86	0,0,0	193	49	1	1.0	0.965,1.0,1.0	1.0,1.0,1.0	-0.012
119	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986603	9986288	9986355	9986690	9986761	119	310,336,309	0,1,2	246,268,315	0,0,1	297	49	1	1.0	1.0,0.982,0.962	1.0,1.0,0.981	-0.012
120	"ENSMUSG00000057440"	"Mpp7"	chr18	-	7626728	7626817	7626732	7626817	7561725	7561872	120	15,18,17	0,3,2	15,22,13	4,8,3	53	49	0.00971408204889	0.2505210633661105	1.0,0.847,0.887	0.776,0.718,0.8	0.147
121	"ENSMUSG00000024236"	"Svil"	chr18	+	5099433	5099710	5099433	5099697	5103574	5103726	121	59,56,60	0,0,0	66,103,85	0,0,1	62	49	1	1.0	1.0,1.0,1.0	1.0,1.0,0.985	0.005
122	"ENSMUSG00000096768"	"Gm47283"	chrY	+	90804564	90804949	90804564	90804686	90827617	90827733	122	29,39,26	280,268,198	12,36,62	72,191,244	312	49	0.00271438956892	0.12091371716098182	0.016,0.022,0.02	0.026,0.029,0.038	-0.012
124	"ENSMUSG00000024911"	"Fibp"	chr19	+	5513198	5513353	5513198	5513332	5513631	5513740	124	53,48,39	59,41,42	64,49,57	46,43,64	70	49	0.519511476201	1.0	0.386,0.45,0.394	0.493,0.444,0.384	-0.03
127	"ENSMUSG00000068457"	"Uty"	chrY	-	1176490	1176584	1176495	1176584	1174727	1174854	127	53,36,33	1,0,6	61,60,63	2,0,7	54	49	0.918644010159	1.0	0.98,1.0,0.833	0.965,1.0,0.891	-0.014
129	"ENSMUSG00000045394"	"Epcam"	chr17	+	87943885	87944322	87943885	87944032	87947323	87947431	129	130,111,120	1,0,0	139,192,172	0,2,1	339	49	0.605107145232	1.0	0.949,1.0,1.0	1.0,0.933,0.961	0.018
130	"ENSMUSG00000036918"	"Ttc7"	chr17	+	87670883	87671022	87670883	87671018	87677886	87678089	130	0,0,0	54,46,52	0,0,1	35,57,33	53	49	1	1.0	0.0,0.0,0.0	0.0,0.0,0.027	-0.009
133	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80511550	80511661	80511559	80511661	80510119	80510173	133	445,651,389	205,258,235	397,394,417	196,204,207	58	49	0.663660181366	1.0	0.647,0.681,0.583	0.631,0.62,0.63	0.01
134	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80511550	80511661	80511583	80511661	80510119	80510173	134	778,1075,731	70,86,69	735,709,748	68,63,46	82	49	0.530560830026	1.0	0.869,0.882,0.864	0.866,0.871,0.907	-0.01
135	"ENSMUSG00000024097"	"Srsf7"	chr17	-	80511559	80511661	80511583	80511661	80510119	80510173	135	538,682,577	70,86,69	534,519,538	68,63,46	73	49	0.362518829391	1.0	0.838,0.842,0.849	0.841,0.847,0.887	-0.015
136	"ENSMUSG00000024073"	"Birc6"	chr17	+	74912983	74913130	74912983	74913118	74915091	74915279	136	3,3,3	49,59,38	6,0,1	28,20,30	61	49	0.701241536851	1.0	0.047,0.039,0.06	0.147,0.0,0.026	-0.009
137	"ENSMUSG00000024073"	"Birc6"	chr17	+	74922214	74922352	74922214	74922325	74925430	74925558	137	72,104,70	39,44,25	56,26,61	44,20,26	76	49	0.114411242482	0.7950091823211047	0.543,0.604,0.644	0.451,0.456,0.602	0.094
138	"ENSMUSG00000024073"	"Birc6"	chr17	+	74925430	74926833	74925430	74925558	74929030	74929246	138	199,251,190	1,0,0	180,146,192	0,0,0	1324	49	1	1.0	0.88,1.0,1.0	1.0,1.0,1.0	-0.04
139	"ENSMUSG00000024072"	"Yipf4"	chr17	+	74800922	74801094	74800922	74801010	74803584	74803662	139	380,333,384	5,7,7	399,421,386	4,6,5	133	49	0.331782926961	1.0	0.966,0.946,0.953	0.974,0.963,0.966	-0.013
140	"ENSMUSG00000024066"	"Xdh"	chr17	-	74194880	74198294	74198105	74198294	74193337	74193514	140	12,11,17	42,22,37	10,17,11	37,36,36	3274	49	1	1.0	0.004,0.007,0.007	0.004,0.007,0.005	0.001
141	"ENSMUSG00000024059"	"Clip4"	chr17	+	72135501	72135700	72135501	72135645	72138199	72138334	141	25,8,2	29,27,26	8,10,13	34,25,26	104	49	0.884682526835	1.0	0.289,0.123,0.035	0.1,0.159,0.191	-0.001
144	"ENSMUSG00000035842"	"Ddx11"	chr17	+	66437454	66437541	66437454	66437463	66437674	66437829	144	136,126,121	2,1,1	109,99,99	0,0,0	127	49	0.432638518736	1.0	0.963,0.98,0.979	1.0,1.0,1.0	-0.026
145	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66357531	66357718	145	2,0,0	0,0,0	2,0,1	1,1,1	219	49	1	1.0	1.0,NA,NA	0.309,0.0,0.183	0.836
146	"ENSMUSG00000034116"	"Vav1"	chr17	+	57586099	57586401	57586099	57586284	57602981	57603098	146	816,711,766	0,2,1	817,783,767	0,1,1	166	49	1	1.0	1.0,0.991,0.996	1.0,0.996,0.996	-0.002
147	"ENSMUSG00000042625"	"Safb2"	chr17	-	56878209	56878319	56878256	56878319	56875894	56876022	147	426,438,457	0,0,1	458,447,532	1,1,1	96	49	1	1.0	1.0,1.0,0.996	0.996,0.996,0.996	0.003
148	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885636	56885844	56885640	56885844	56884842	56884905	148	36,19,45	145,141,127	48,55,50	155,150,165	53	49	0.0888289788764	0.7230265722497674	0.187,0.111,0.247	0.223,0.253,0.219	-0.05
149	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885636	56885844	56885692	56885844	56884842	56884905	149	206,158,197	1,2,5	199,223,220	1,1,0	105	49	0.232416444799	1.0	0.99,0.974,0.948	0.989,0.99,1.0	-0.022
150	"ENSMUSG00000042625"	"Safb2"	chr17	-	56885640	56885844	56885692	56885844	56884842	56884905	150	315,280,279	1,2,5	306,318,335	1,1,0	101	49	0.753219728593	1.0	0.993,0.985,0.964	0.993,0.994,1.0	-0.015
151	"ENSMUSG00000064120"	"Mocs1"	chr17	+	49746449	49746624	49746449	49746614	49756127	49756189	151	3,3,0	30,31,51	2,6,9	48,52,42	59	49	0.0356338551943	0.4434760206723383	0.077,0.074,0.0	0.033,0.087,0.151	-0.04
154	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904533	47904777	154	144,118,228	3,5,7	231,223,228	8,5,13	68	49	0.406388894354	1.0	0.972,0.944,0.959	0.954,0.97,0.927	0.008
155	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904569	47904777	155	133,108,221	6,6,9	210,212,220	14,13,4	68	49	0.819499988357	1.0	0.941,0.928,0.947	0.915,0.922,0.975	0.001
156	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47889633	47889717	47889633	47889698	47904578	47904777	156	134,111,212	7,5,10	208,214,210	14,9,12	68	49	0.536863561787	1.0	0.932,0.941,0.939	0.915,0.945,0.927	0.008
157	"ENSMUSG00000064043"	"Trerf1"	chr17	+	47630277	47630604	47630277	47630544	47634203	47634588	157	42,28,30	1,2,2	12,6,10	0,2,3	109	49	0.261788838262	1.0	0.95,0.863,0.871	1.0,0.574,0.6	0.17
158	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46471957	46472252	46471957	46472217	46474408	46474435	158	167,106,165	3,7,3	158,198,183	2,4,2	84	49	0.0991839013075	0.768056404538162	0.97,0.898,0.97	0.979,0.967,0.982	-0.03
159	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69811037	69811200	69811037	69811188	69814639	69814869	159	15,9,26	12,7,13	24,28,26	8,17,14	61	49	0.431416890649	1.0	0.501,0.508,0.616	0.707,0.57,0.599	-0.084
