ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	"ENSMUSG00000024975"	"Pdcd4"	chr19	+	53914965	53915076	53915624	53915764	53914636	53914744	53917513	53917623	10	762,777,864	1173,1118,1295	892,1004,1052	1317,1458,1521	160	189	0.799447490095	1.0	0.434,0.451,0.441	0.444,0.449,0.45	-0.006
11	"ENSMUSG00000025041"	"Nt5c2"	chr19	-	46893413	46893531	46912700	46912774	46892316	46892412	46939284	46939404	11	152,194,154	364,471,311	177,163,154	352,362,338	123	167	0.544770264609	1.0	0.362,0.359,0.402	0.406,0.379,0.382	-0.015
12	"ENSMUSG00000025041"	"Nt5c2"	chr19	-	46912700	46912774	46939284	46939404	46893413	46893531	46950710	46950747	12	217,272,193	167,211,134	226,232,196	178,158,147	169	123	0.912020382706	1.0	0.486,0.484,0.512	0.48,0.517,0.492	-0.002
13	"ENSMUSG00000025221"	"Kcnip2"	chr19	-	45782918	45783026	45783178	45783249	45782637	45782742	45783416	45783486	13	15,8,9	19,4,17	11,14,13	20,13,25	120	157	0.541045675281	1.0	0.508,0.724,0.409	0.418,0.585,0.405	0.078
14	"ENSMUSG00000025220"	"Oga"	chr19	-	45762100	45762199	45764486	45764658	45760120	45760405	45765325	45765456	14	966,750,910	552,412,511	1059,1009,1038	592,538,537	221	148	0.632965679056	1.0	0.54,0.549,0.544	0.545,0.557,0.564	-0.011
15	"ENSMUSG00000036097"	"Slf2"	chr19	+	44947443	44947519	44949172	44949314	44940507	44940610	44955405	44955508	15	82,99,93	174,211,191	90,82,77	160,171,179	125	191	0.849164634001	1.0	0.419,0.418,0.427	0.462,0.423,0.397	-0.006
16	"ENSMUSG00000036097"	"Slf2"	chr19	+	44949172	44949314	44955405	44955508	44947443	44947519	44955941	44956118	16	168,211,186	84,117,102	154,168,171	102,91,125	191	152	0.157010134073	1.0	0.614,0.589,0.592	0.546,0.595,0.521	0.044
17	"ENSMUSG00000025189"	"Cnnm1"	chr19	+	43460815	43460863	43473283	43473447	43460287	43460387	43479859	43480043	17	11,40,8	12,37,15	2,3,1	4,0,4	97	213	0.66537740002	1.0	0.668,0.704,0.539	0.523,1.0,0.354	0.011
18	"ENSMUSG00000018820"	"Zfyve27"	chr19	+	42159984	42160182	42165827	42165898	42159032	42159107	42167727	42167929	18	204,188,210	102,91,98	213,254,253	124,141,109	247	120	0.573728408782	1.0	0.493,0.501,0.51	0.455,0.467,0.53	0.017
19	"ENSMUSG00000018820"	"Zfyve27"	chr19	+	42171097	42171210	42171866	42172003	42169940	42170036	42172556	42172598	19	137,150,172	197,191,219	152,173,161	206,245,201	162	186	0.923267556566	1.0	0.444,0.474,0.474	0.459,0.448,0.479	0.002
20	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951238	41951300	41951388	41951473	41946296	41946383	41951839	41951909	20	54,76,66	52,64,70	77,54,58	55,73,70	134	111	0.607243722166	1.0	0.462,0.496,0.439	0.537,0.38,0.407	0.024
21	"ENSMUSG00000025159"	"Mms19"	chr19	-	41951238	41951300	41951388	41951517	41946296	41946383	41951839	41951909	21	184,192,186	52,64,70	213,177,183	55,73,70	178	111	0.770273434253	1.0	0.688,0.652,0.624	0.707,0.602,0.62	0.012
22	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41926461	41926656	41926802	41926891	41926041	41926289	41927246	41927275	22	269,296,238	117,111,113	224,316,275	100,123,120	244	138	0.947839066201	1.0	0.565,0.601,0.544	0.559,0.592,0.564	-0.002
23	"ENSMUSG00000025007"	"Aldh18a1"	chr19	-	40557476	40557621	40558911	40559036	40556765	40556839	40562214	40562305	23	175,235,146	132,225,129	155,143,142	109,126,132	174	194	0.747322719694	1.0	0.596,0.538,0.558	0.613,0.559,0.545	-0.008
24	"ENSMUSG00000056999"	"Ide"	chr19	-	37267442	37267587	37268068	37268213	37265496	37265607	37273281	37273364	24	327,464,256	1,9,1	236,313,306	2,5,3	194	194	1	1.0	0.997,0.981,0.996	0.992,0.984,0.99	0.003
25	"ENSMUSG00000056999"	"Ide"	chr19	-	37268068	37268213	37273281	37273364	37265496	37265607	37275450	37275573	25	117,185,82	237,343,194	84,133,127	161,235,229	132	194	0.359815435339	1.0	0.42,0.442,0.383	0.434,0.454,0.449	-0.031
26	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36564765	36564830	36572608	36572654	36562843	36562933	36574476	36574586	26	14,14,13	4,2,7	8,9,4	7,3,3	114	95	0.19293115599	1.0	0.745,0.854,0.607	0.488,0.714,0.526	0.159
27	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36572608	36572654	36574476	36574586	36564765	36564830	36576286	36576435	27	10,12,4	18,16,11	7,6,2	16,8,4	95	159	0.924649332261	1.0	0.482,0.557,0.378	0.423,0.557,0.456	-0.006
28	"ENSMUSG00000024899"	"Papss2"	chr19	+	32629295	32629501	32637978	32638114	32618699	32618811	32640454	32640723	28	67,32,60	43,24,51	79,69,68	51,59,43	255	185	0.792665040959	1.0	0.531,0.492,0.46	0.529,0.459,0.534	-0.013
29	"ENSMUSG00000040451"	"Sgms1"	chr19	-	32106940	32107094	32120145	32120263	32102625	32102792	32136923	32137763	29	29,22,26	40,29,29	32,24,31	33,58,48	167	203	0.40131954983	1.0	0.468,0.48,0.521	0.541,0.335,0.44	0.051
30	"ENSMUSG00000038658"	"Ric1"	chr19	+	29561574	29561613	29561866	29561977	29557164	29557368	29563180	29563270	30	23,37,33	111,102,94	23,31,35	91,114,111	88	160	0.723359567836	1.0	0.274,0.397,0.39	0.315,0.331,0.364	0.017
31	"ENSMUSG00000038658"	"Ric1"	chr19	+	29561866	29561977	29563180	29563270	29561574	29561613	29563939	29564100	31	86,100,93	88,81,69	94,122,93	75,75,88	160	139	0.536798730555	1.0	0.459,0.517,0.539	0.521,0.586,0.479	-0.024
32	"ENSMUSG00000024789"	"Jak2"	chr19	+	29265300	29265487	29268566	29268701	29263700	29263812	29272255	29272343	32	410,264,373	277,186,248	450,457,402	299,324,267	236	184	0.991227382556	1.0	0.536,0.525,0.54	0.54,0.524,0.54	-0.001
33	"ENSMUSG00000024789"	"Jak2"	chr19	+	29266073	29266201	29268566	29268701	29265300	29265487	29272255	29272343	33	278,186,294	278,185,248	314,361,323	299,324,267	177	184	0.617918190629	1.0	0.51,0.511,0.552	0.522,0.537,0.557	-0.014
34	"ENSMUSG00000024785"	"Rcl1"	chr19	+	29108049	29108206	29111799	29111903	29105398	29105524	29120541	29121243	34	172,263,119	121,233,121	115,87,97	82,82,92	206	153	0.994147967111	1.0	0.514,0.456,0.422	0.51,0.441,0.439	0.001
35	"ENSMUSG00000024921"	"Smarca2"	chr19	+	26737277	26737331	26748337	26748443	26729223	26729441	26748907	26749009	35	32,10,39	233,112,171	33,42,40	182,228,214	103	155	0.335383208328	1.0	0.171,0.118,0.256	0.214,0.217,0.22	-0.035
36	"ENSMUSG00000074925"	"Ptar1"	chr19	+	23680441	23680508	23683070	23683175	23671684	23671854	23686117	23686331	36	11,33,24	34,48,27	36,14,16	51,32,35	116	154	0.743205391478	1.0	0.3,0.477,0.541	0.484,0.367,0.378	0.03
37	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18573714	18573765	18581529	18581576	18570964	18571283	18608983	18609082	37	180,144,133	194,171,174	179,215,178	200,232,217	96	100	0.731505386112	1.0	0.491,0.467,0.443	0.482,0.491,0.461	-0.011
38	"ENSMUSG00000024696"	"Lpxn"	chr19	+	12781296	12781454	12788583	12788630	12775960	12776043	12796699	12796799	38	200,146,165	111,64,78	211,229,223	69,119,90	207	96	0.241998126447	1.0	0.455,0.514,0.495	0.586,0.472,0.535	-0.043
39	"ENSMUSG00000024680"	"Ms4a2"	chr19	-	11596090	11596147	11596217	11596262	11595779	11595878	11596980	11597037	39	4,0,0	1,0,0	1,0,1	0,0,1	94	106	1	1.0	0.819,NA,NA	1.0,NA,0.53	0.054
40	"ENSMUSG00000024680"	"Ms4a2"	chr19	-	11596090	11596147	11596217	11596373	11595779	11595878	11596980	11597037	40	12,1,1	1,0,0	1,0,2	0,0,1	205	106	1	1.0	0.861,1.0,1.0	1.0,NA,0.508	0.2
41	"ENSMUSG00000024670"	"Cd6"	chr19	-	10770191	10770308	10771505	10771601	10768745	10768817	10771927	10772068	41	634,467,696	540,396,684	724,721,771	638,640,521	145	166	0.290991054763	1.0	0.573,0.574,0.538	0.565,0.563,0.629	-0.024
42	"ENSMUSG00000024670"	"Cd6"	chr19	-	10776557	10776905	10777707	10777776	10775679	10775991	10807171	10807220	42	313,291,438	2059,1574,2390	417,410,364	2463,2538,2240	118	397	0.600025143773	1.0	0.338,0.383,0.381	0.363,0.352,0.353	0.011
43	"ENSMUSG00000067577"	"A430093F15Rik"	chr19	+	10733248	10733341	10762596	10762709	10718323	10718366	10762781	10763041	43	6,2,3	100,55,92	2,8,3	95,67,65	142	162	0.561508910894	1.0	0.064,0.04,0.036	0.023,0.12,0.05	-0.018
44	"ENSMUSG00000067577"	"A430093F15Rik"	chr19	+	10759125	10759328	10762596	10762709	10718314	10718366	10762781	10763398	44	59,34,58	100,55,92	42,51,52	95,67,65	252	162	0.791549258063	1.0	0.275,0.284,0.288	0.221,0.329,0.34	-0.014
45	"ENSMUSG00000043789"	"Vwce"	chr19	+	10636732	10636875	10636951	10637034	10635352	10635446	10637343	10637407	45	21,15,18	24,32,26	5,3,11	6,4,9	192	132	0.368251677698	1.0	0.376,0.244,0.322	0.364,0.34,0.457	-0.073
46	"ENSMUSG00000043789"	"Vwce"	chr19	+	10636784	10636875	10636951	10637034	10635363	10635446	10637343	10637407	46	25,20,27	24,32,26	7,5,11	6,4,9	140	132	0.356229846213	1.0	0.495,0.371,0.495	0.524,0.541,0.535	-0.08
47	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10559661	10559860	10562545	10562754	10557826	10557926	10564054	10564209	47	136,120,150	191,144,236	255,312,279	328,418,354	248	258	0.521670455216	1.0	0.426,0.464,0.398	0.447,0.437,0.451	-0.016
48	"ENSMUSG00000034445"	"Cyb561a3"	chr19	+	10562545	10562754	10564054	10564209	10559661	10559860	10565185	10565342	48	175,129,200	145,112,175	293,367,320	245,308,300	258	204	0.899438564161	1.0	0.488,0.477,0.475	0.486,0.485,0.458	0.004
49	"ENSMUSG00000071645"	"Tut1"	chr19	+	8937106	8937207	8939707	8940186	8936450	8936766	8941383	8941493	49	120,192,110	561,770,552	92,128,132	553,636,601	150	528	0.273027067422	1.0	0.43,0.467,0.412	0.369,0.415,0.436	0.03
50	"ENSMUSG00000071647"	"Eml3"	chr19	+	8914926	8915058	8915825	8915893	8914725	8914851	8916391	8916480	50	189,182,179	94,77,73	186,207,190	79,93,89	181	117	0.938924559449	1.0	0.565,0.604,0.613	0.603,0.59,0.58	0.003
51	"ENSMUSG00000071662"	"Polr2g"	chr19	-	8771843	8771894	8774599	8774759	8771665	8771731	8775587	8775697	51	772,826,627	216,208,191	696,651,678	170,178,169	209	100	0.43305097232	1.0	0.631,0.655,0.611	0.662,0.636,0.657	-0.019
52	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8750653	8750788	8750868	8750986	8750391	8750470	8751698	8751831	52	163,124,195	332,239,391	157,160,140	296,322,275	167	184	0.866204378656	1.0	0.351,0.364,0.355	0.369,0.354,0.359	-0.004
53	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8750653	8750788	8750868	8751056	8750391	8750470	8751698	8751831	53	326,246,397	332,239,391	312,291,312	296,322,275	237	184	0.871901037252	1.0	0.433,0.444,0.441	0.45,0.412,0.468	-0.004
54	"ENSMUSG00000024965"	"Fermt3"	chr19	-	6979580	6979820	6979937	6980044	6979124	6979249	6980189	6980314	54	706,554,662	1443,1211,1378	620,597,611	1304,1400,1373	156	289	0.518112158911	1.0	0.475,0.459,0.471	0.468,0.441,0.452	0.015
55	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6391488	6391546	6391773	6391864	6391189	6391375	6391932	6391997	55	148,75,132	274,195,280	129,128,123	330,296,299	107	140	0.280808720657	1.0	0.414,0.335,0.382	0.338,0.361,0.35	0.027
56	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6392639	6392687	6392773	6392816	6392284	6392340	6393133	6393206	56	218,154,189	168,118,171	235,262,236	197,203,193	97	92	0.971222603792	1.0	0.552,0.553,0.512	0.531,0.55,0.537	-0.0
57	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6392773	6392816	6393133	6393206	6392639	6392687	6393284	6393416	57	156,129,167	227,146,215	196,189,204	238,253,234	92	122	0.671855303334	1.0	0.477,0.54,0.507	0.522,0.498,0.536	-0.011
58	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6393133	6393206	6393284	6393416	6392773	6392816	6393490	6393553	58	276,191,275	502,358,483	292,332,292	576,628,556	122	181	0.571888105059	1.0	0.449,0.442,0.458	0.429,0.44,0.438	0.014
59	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6393831	6393913	6394001	6394109	6393490	6393553	6394436	6394515	59	265,201,268	676,476,669	341,321,307	827,828,751	131	157	0.981300417753	1.0	0.32,0.336,0.324	0.331,0.317,0.329	0.001
60	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6395348	6395392	6395606	6395640	6394619	6394678	6395757	6395772	60	224,142,190	153,99,169	257,268,240	179,206,182	93	83	0.877149174762	1.0	0.566,0.561,0.501	0.562,0.537,0.541	-0.004
61	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6395473	6395512	6395606	6395640	6395348	6395392	6395757	6395772	61	233,141,177	154,99,170	247,264,241	180,207,182	88	83	0.920067187509	1.0	0.588,0.573,0.495	0.564,0.546,0.555	-0.003
62	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5709623	5709751	5710341	5711139	5709361	5709538	5713631	5713664	62	1793,1385,1616	271,217,292	1948,2041,1923	288,308,294	847	177	0.432539225053	1.0	0.58,0.572,0.536	0.586,0.581,0.577	-0.019
63	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5709623	5709751	5710341	5711109	5709361	5709538	5713631	5713680	63	1689,1307,1526	271,217,292	1846,1938,1810	288,308,294	817	177	0.41519936418	1.0	0.575,0.566,0.531	0.581,0.577,0.572	-0.019
64	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5709623	5709751	5710341	5710426	5709361	5709538	5713631	5713688	64	123,97,111	271,217,292	132,112,118	288,308,294	134	177	0.719704587123	1.0	0.375,0.371,0.334	0.377,0.324,0.346	0.011
65	"ENSMUSG00000024862"	"Klc2"	chr19	-	5163968	5164199	5167221	5167497	5163808	5163878	5168149	5168328	65	79,61,110	120,96,108	109,132,112	153,163,111	325	280	0.581323054119	1.0	0.362,0.354,0.467	0.38,0.411,0.465	-0.024
66	"ENSMUSG00000024862"	"Klc2"	chr19	-	5163968	5164199	5167221	5167460	5163808	5163878	5168149	5168588	66	64,54,94	120,96,108	107,114,94	153,163,111	288	280	0.393645924421	1.0	0.341,0.354,0.458	0.405,0.405,0.452	-0.036
67	"ENSMUSG00000034108"	"Ccs"	chr19	-	4882860	4882921	4883368	4883546	4875971	4876049	4884200	4884338	67	229,177,234	67,52,73	232,239,274	66,63,72	227	110	0.457001518873	1.0	0.624,0.623,0.608	0.63,0.648,0.648	-0.024
68	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4884200	4884338	4882860	4882921	4888858	4888931	68	203,123,198	237,178,232	178,211,190	235,217,249	187	227	0.81869914133	1.0	0.51,0.456,0.509	0.479,0.541,0.481	-0.009
69	"ENSMUSG00000024889"	"Rce1"	chr19	-	4675040	4675120	4675220	4675323	4674712	4674791	4675460	4675631	69	71,53,77	48,54,57	57,58,69	67,55,66	152	129	0.153133334541	1.0	0.557,0.454,0.534	0.419,0.472,0.47	0.061
70	"ENSMUSG00000054611"	"Kdm2a"	chr19	-	4374364	4375074	4376836	4376926	4372414	4372578	4378155	4378287	70	312,255,214	1635,1852,1533	265,297,290	1739,1599,1628	139	759	0.323685118591	1.0	0.51,0.429,0.433	0.454,0.504,0.493	-0.026
71	"ENSMUSG00000054611"	"Kdm2a"	chr19	-	4376836	4376926	4378155	4378287	4374364	4375074	4378980	4379250	71	448,497,405	269,267,211	442,469,471	253,291,285	181	139	0.43253406264	1.0	0.561,0.588,0.596	0.573,0.553,0.559	0.02
72	"ENSMUSG00000054611"	"Kdm2a"	chr19	-	4378155	4378287	4378980	4379250	4376836	4376926	4381213	4381297	72	823,914,718	456,446,375	826,848,859	429,450,479	319	181	0.765291535778	1.0	0.506,0.538,0.521	0.522,0.517,0.504	0.007
73	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4316134	4316200	4316402	4316474	4315837	4316026	4316549	4316665	73	48,27,49	53,31,45	39,35,61	38,48,53	121	115	0.977125239985	1.0	0.463,0.453,0.509	0.494,0.409,0.522	0.0
74	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4235350	4235505	4237940	4238130	4233409	4235072	4238942	4239053	74	1337,891,1230	1451,1111,1404	1418,1481,1298	1539,1585,1522	239	204	0.643253643533	1.0	0.44,0.406,0.428	0.44,0.444,0.421	-0.01
75	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4235350	4235505	4238244	4238310	4234355	4235072	4238942	4239057	75	238,191,248	1451,1111,1404	286,254,259	1539,1585,1522	115	204	0.948716044334	1.0	0.225,0.234,0.239	0.248,0.221,0.232	-0.001
76	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4235350	4235505	4238244	4238723	4234398	4235072	4238942	4239057	76	2578,1616,1995	1451,1111,1404	2664,2617,2296	1539,1585,1522	528	204	0.544910049439	1.0	0.407,0.36,0.354	0.401,0.389,0.368	-0.012
77	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4237940	4238130	4238244	4238310	4235350	4235505	4238942	4239053	77	239,191,250	1529,1029,1448	288,255,261	1666,1742,1534	115	239	0.638669845721	1.0	0.245,0.278,0.264	0.264,0.233,0.261	0.01
78	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4237940	4238130	4238942	4239053	4235350	4235505	4239211	4239318	78	599,436,516	1517,1025,1444	637,652,574	1662,1735,1530	160	239	0.716562714144	1.0	0.371,0.389,0.348	0.364,0.36,0.359	0.008
79	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4237940	4238130	4238942	4239057	4235350	4235505	4239211	4239318	79	739,557,647	1517,1025,1444	805,806,717	1662,1735,1530	164	239	0.678684798841	1.0	0.415,0.442,0.395	0.414,0.404,0.406	0.009
80	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238244	4238310	4238942	4239053	4234383	4235072	4239211	4239318	80	609,447,520	95,85,113	643,657,578	133,94,113	160	115	0.808811255936	1.0	0.822,0.791,0.768	0.777,0.834,0.786	-0.005
81	"ENSMUSG00000040247"	"Tbc1d10c"	chr19	-	4238244	4238310	4238942	4239053	4237940	4238130	4239211	4239318	81	611,440,519	267,187,291	641,659,579	326,278,269	160	115	0.865080688197	1.0	0.622,0.628,0.562	0.586,0.63,0.607	-0.004
82	"ENSMUSG00000024851"	"Pitpnm1"	chr19	+	4159825	4159996	4160494	4160659	4158664	4158867	4160841	4160990	82	303,181,209	288,161,171	250,283,242	247,266,237	220	214	0.443160917138	1.0	0.506,0.522,0.543	0.496,0.509,0.498	0.023
83	"ENSMUSG00000024843"	"Chka"	chr19	+	3925734	3925788	3931997	3932120	3914647	3914759	3934471	3934585	83	54,38,46	14,12,26	53,56,59	12,23,22	103	172	0.706441529911	1.0	0.866,0.841,0.747	0.881,0.803,0.817	-0.016
84	"ENSMUSG00000024843"	"Chka"	chr19	+	3925734	3925788	3932009	3932120	3914647	3914759	3934471	3934585	84	54,38,46	13,10,25	53,56,59	8,21,20	103	160	0.528120659096	1.0	0.866,0.855,0.741	0.911,0.806,0.821	-0.025
85	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3509360	3509480	3514544	3514695	3504927	3507051	3516492	3516599	85	886,811,947	696,657,761	913,828,974	759,677,753	200	169	0.925423417077	1.0	0.518,0.511,0.513	0.504,0.508,0.522	0.003
86	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3557241	3557355	3561928	3562041	3546521	3546651	3564653	3564719	86	424,401,471	426,430,482	487,458,449	458,502,451	162	163	0.836565205221	1.0	0.5,0.484,0.496	0.517,0.479,0.5	-0.005
87	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3561928	3562041	3564653	3564719	3557241	3557355	3568244	3568382	87	275,265,323	433,415,493	334,317,296	513,529,463	115	162	0.834861990148	1.0	0.472,0.474,0.48	0.478,0.458,0.474	0.005
88	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3564653	3564719	3568244	3568382	3561494	3562041	3571733	3571747	88	523,480,537	239,228,268	531,515,551	252,237,237	187	115	0.645078767804	1.0	0.574,0.564,0.552	0.564,0.572,0.588	-0.011
89	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3576701	3576929	3594107	3594255	3571733	3571920	3625640	3625696	89	311,353,376	924,916,993	325,340,387	990,959,928	197	277	0.973305970543	1.0	0.321,0.351,0.347	0.316,0.333,0.37	-0.0
90	"ENSMUSG00000024614"	"Tmx3"	chr18	+	90537228	90537274	90539080	90539161	90535517	90535641	90541653	90541753	90	88,88,90	146,154,158	104,94,100	132,159,150	95	130	0.257529679117	1.0	0.452,0.439,0.438	0.519,0.447,0.477	-0.038
91	"ENSMUSG00000024614"	"Tmx3"	chr18	+	90551106	90551164	90551344	90551398	90548183	90548282	90552505	90552562	91	145,146,158	114,113,136	125,157,148	101,105,128	107	103	0.764781891975	1.0	0.55,0.554,0.528	0.544,0.59,0.527	-0.01
92	"ENSMUSG00000023066"	"Rttn"	chr18	+	88997689	88997840	89001933	89002099	88995796	88995911	89004017	89004199	92	62,52,67	46,58,61	51,64,72	61,65,57	200	215	0.684640441573	1.0	0.592,0.491,0.541	0.473,0.514,0.576	0.02
93	"ENSMUSG00000023066"	"Rttn"	chr18	+	89126172	89126278	89128797	89128875	89121967	89122185	89131448	89131575	93	18,41,40	38,34,39	33,40,43	28,33,34	155	127	0.184510139126	1.0	0.28,0.497,0.457	0.491,0.498,0.509	-0.088
94	"ENSMUSG00000025423"	"Pias2"	chr18	+	77184944	77185419	77193500	77193585	77152903	77153115	77207607	77207658	94	959,1148,930	139,153,141	813,874,885	138,152,123	524	134	0.2937112458	1.0	0.638,0.657,0.628	0.601,0.595,0.648	0.026
95	"ENSMUSG00000025423"	"Pias2"	chr18	+	77232698	77232838	77237756	77237794	77223475	77223647	77240310	77240813	95	314,367,279	38,41,40	300,287,288	49,48,57	189	87	0.0224857956196	0.6670009249448057	0.792,0.805,0.763	0.738,0.733,0.699	0.063
96	"ENSMUSG00000024878"	"Cbwd1"	chr19	-	24930623	24930715	24932699	24932796	24926565	24926625	24935267	24935354	96	76,68,60	56,60,54	49,45,48	37,49,43	146	141	0.646840315744	1.0	0.567,0.523,0.518	0.561,0.47,0.519	0.019
97	"ENSMUSG00000024587"	"Nars"	chr18	-	64640842	64640929	64642315	64642386	64638227	64638449	64643523	64643602	97	240,349,226	257,391,258	218,195,172	218,247,227	120	136	0.561612918226	1.0	0.514,0.503,0.498	0.531,0.472,0.462	0.017
98	"ENSMUSG00000024587"	"Nars"	chr18	-	64642315	64642386	64643523	64643602	64640842	64640929	64644681	64644771	98	208,290,175	199,280,206	169,173,160	183,173,169	128	120	0.853617975772	1.0	0.495,0.493,0.443	0.464,0.484,0.47	0.004
99	"ENSMUSG00000024587"	"Nars"	chr18	-	64643523	64643602	64644681	64644771	64642315	64642386	64644855	64644948	99	279,364,272	249,364,238	263,253,233	216,199,169	139	128	0.115890537281	1.0	0.508,0.479,0.513	0.529,0.539,0.559	-0.042
100	"ENSMUSG00000053644"	"Aldh7a1"	chr18	-	56665559	56665666	56667261	56667346	56665052	56665169	56670275	56670370	100	146,145,166	237,209,243	102,112,112	149,190,165	134	156	0.847996066491	1.0	0.418,0.447,0.443	0.444,0.407,0.441	0.005
101	"ENSMUSG00000048799"	"Cep120"	chr18	-	53818954	53819100	53830666	53830765	53814794	53816536	53836193	53836316	101	215,195,216	317,343,347	238,197,241	429,411,414	148	195	0.178773656792	1.0	0.472,0.428,0.451	0.422,0.387,0.434	0.036
